email_id,AI Evaluation,Body Moved,audience_layer,body_full_text,business_function,discount_code,email_class,email_name,entry_criteria,hub,hubl_conditionals,hubspot_email_id,implementation_notes,journey_code,kpi,lifecycle_stage,personalization_level,personalization_tokens,preview_text,primary_cta,priority,send_sequence_order,status,subject_line,suppression_rules,timing
NEWCUST-E1,"Summary:
- Purpose: confirm the customer’s first order, set clear production and delivery expectations, and reduce support questions.
- For new_customer recipients; subject line “Your order is confirmed — thank you!” from the Service hub.

Tone:
- Warm

CTA Clarity:
- Clear — it asks the recipient to reply to the email (or email mailto:clientcare@hairsolutions.co) if they have questions.

Subject Grade:
- Pass — specific and straightforward (order confirmed + thanks) without clickbait, all-caps, or false urgency.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

Your order is confirmed. Thank you for choosing Hair Solutions Co.

Here's what happens next:

Production begins within 1–2 business days. Your system is custom-built to your specifications — this takes approximately 3–4 weeks.

You'll receive a shipping notification with tracking information once your system is dispatched.

If you have any questions about your order in the meantime, reply to this email or contact us at clientcare@hairsolutions.co

We're excited to deliver something you'll love.

Vincent
Hair Solutions Co.",Post-purchase onboarding,,Lifecycle,01 Order Confirmation,First order placed,Service,No,207110364281,,NEWCUST,Open rate / reply / review submission,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Here's what happens next and when to expect your system.,Reply with questions,1,1,Live,Your order is confirmed — thank you!,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if second order placed.,Immediate on order
NEWCUST-E2,"Summary:
- Purpose: Preparation guide to reduce first-use failure and prevent support tickets; sent to new customers after an order is placed.
- Subject line: “Your hair system is on its way — here's how to prepare”; audience_layer: new_customer; hub: Service.

Tone:
- Educational

CTA Clarity:
- Clear — the email repeatedly invites the reader to reply with questions and offers personalized recommendations if they reply.

Subject Grade:
- Pass — it’s specific about what the email contains (how to prepare) without clickbait, false urgency, or all-caps.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

Your system is in production. While you wait, here's how to prepare for the best first experience.

Before it arrives:

Book a barber appointment for 1–2 days after your expected delivery date. Most barbers can style a hair system — just let them know what you're wearing so they can adjust their technique.

Check your attachment supplies. Make sure you have the right tape or adhesive on hand. If you're not sure what you need, reply and I'll send you a recommendation based on your base type.

Find a good mirror. Your first application will take longer than it will eventually. Give yourself time and space.

When it arrives:

Inspect it before cutting in. Check the color, density, and base material against your order spec. If something is off, contact us immediately before any cutting or adhesive application.

I'll follow up once it's shipped with your tracking number.

Vincent
Hair Solutions Co.",Post-purchase onboarding,,Lifecycle,02 Prep Guide,Order placed,Service,No,207110364284,,NEWCUST,Open rate / reply / review submission,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},A few things to do before it arrives.,Reply with questions,1,2,Live,Your hair system is on its way — here's how to prepare,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if second order placed.,Day 3 post-order
NEWCUST-E4,"Summary:
- Purpose: Check in a few weeks after delivery to see how the hair system is performing (density/color/fit) and capture any issues to improve the next order.
- Audience: New customers in the Service hub receiving a post-purchase follow-up; subject line asks for feedback on their new look.

Tone:
- Warm

CTA Clarity:
- Clear — It asks the reader to either leave a review/photo via the provided review link or reply with feedback if something isn’t right.

Subject Grade:
- Pass — It’s specific and natural (“How’s your new look?”), not clickbait or all-caps, and sets an accurate expectation for a feedback request.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

It's been a few weeks since your order arrived. I hope you're enjoying it.

How's everything going? Is the system performing the way you expected? If anything isn't quite right — density, color, fit — I'd love to know so we can factor it into your next order.

If everything is great, I have a small ask.

A quick review or a photo of your look goes a long way in helping other people make the same decision you did. If you're open to sharing, here's where to leave a review:

[Leave a Review →]

Thank you either way. Your feedback genuinely shapes what we do next.

Vincent
Hair Solutions Co.",Post-purchase onboarding,,Lifecycle,04 CheckIn Review Request,Order placed,Service,No,207108924939,,NEWCUST,Open rate / reply / review submission,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},A quick check-in — and a small ask.,Leave a review or reply,1,8,Live,How's your new look? We'd love to hear from you,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if second order placed.,Day 21 post-order
NEWCUST-E3,"Summary:
- This email teaches a new customer how to care for their new hair system to extend lifespan, based on the stated care-instruction purpose.
- It’s for new customers in the Service hub and supports the subject line “Get the most life from your new system — care tips inside.”

Tone:
- Educational

CTA Clarity:
- Clear — the body includes a direct “Shop Maintenance Products →” link and invites the reader to purchase a care kit (with an implied option to reply).

Subject Grade:
- Pass — it’s specific about the benefit (care tips to get more life from the system), uses normal capitalization, and avoids clickbait/false urgency.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

Your system should be with you soon (or already has arrived). Here are the care habits that make the biggest difference to lifespan and look.

The basics:

Wash every 1–2 weeks with a sulfate-free shampoo. More frequent washing shortens lifespan — especially on thinner skin bases.

Condition the hair, not the base. Apply conditioner from mid-shaft to ends only. Avoid the base attachment area.

Remove before sleeping where possible. If you bond full-time, check your base edges weekly for stress or lifting.

Dry naturally or on low heat. Excessive heat weakens the knots and fibers over time.

The right products make a big difference. If you don't already have a care kit, we carry everything you need — cleanser, conditioner, remover, and tape — in one bundle.

[Shop Maintenance Products →]

Vincent
Hair Solutions Co.",Post-purchase onboarding,,Lifecycle,03 Care Instructions CrossSell,Order placed,Service,No,207108924936,,NEWCUST,Open rate / reply / review submission,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Simple habits that double the lifespan of any hair system.,Shop maintenance products or reply,1,4,Live,Get the most life from your new system — care tips inside,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if second order placed.,Day 10 post-order
CART-E2,"Summary:
- This email reassures someone who abandoned checkout by reinforcing product quality and fit, and shares customer quotes to reduce hesitation.
- It supports the subject “Still thinking about it? Here's why customers love us” and targets a prospect_or_customer in the Sales hub.

Tone:
- Warm

CTA Clarity:
- Clear — the CTA is explicitly “Return to cart” and the body includes a direct “Return to Cart” prompt.

Subject Grade:
- Pass — specific and relevant to the message (customer love/social proof) without clickbait, false urgency, or all-caps.",No,prospect_or_customer,"Hi {{ contact.firstname | default(""there"") }},

Still thinking it over? That's completely fine — this is a personal decision and it should feel right.

A few things worth knowing before you decide:

Every system is built to your exact specifications. Nothing is off-the-shelf.

We build in your density, color, base type, and size before production begins. The result is a system that fits your life — not a generic product.

Here's what recent customers have said:

""The spec process was different from anything I'd tried before. They actually asked what mattered to me."" — David, Ontario

""I've ordered from three companies. Hair Solutions is the only one that got my color right first time."" — Marcus, Texas

If you're ready to continue, your cart is still waiting.

[Return to Cart →]

Vincent
Hair Solutions Co.",Cart recovery,,Lifecycle,02 Value Reinforcement,,Sales,No,207110364290,,CART,Cart recovery rate / order placed,Cart Abandoner,Standard: firstname personalization,{{ contact.firstname | default('there') }},Real feedback from people who made the same choice.,Return to cart,1,2,Live,Still thinking about it? Here's why customers love us,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if order placed.,24h
CART-E1,"Summary:
- Purpose: Gentle cart reminder with a low-pressure prompt to finish checkout.
- For: Abandoned-cart prospects or customers (Sales hub); subject line “You left something behind — your cart is waiting”.

Tone:
- Warm

CTA Clarity:
- Clear — the email explicitly asks the reader to “Return to My Cart” and also offers replying for help.

Subject Grade:
- Pass — specific and relevant to cart abandonment without clickbait or all-caps, and avoids false urgency.",No,prospect_or_customer,"Hi {{ contact.firstname | default(""there"") }},

You were looking at something on our site and didn't quite finish your order.

Your cart is still saved. If you had a question or hit a snag, just reply here — I'm happy to help.

[Return to My Cart →]

Vincent
Hair Solutions Co.",Cart recovery,,Lifecycle,01 Gentle Reminder,Cart abandoned,Sales,No,207110364287,,CART,Cart recovery rate / order placed,Cart Abandoner,Standard: firstname personalization,{{ contact.firstname | default('there') }},Still thinking? It's saved for you.,Return to cart,1,1,Live,You left something behind — your cart is waiting,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if order placed.,1h
CART-E3,"Summary:
- Purpose: recover an abandoned cart with a real incentive (free shipping) before the cart expires.
- For: prospects or customers in the Sales hub; subject line is “Last chance — your cart expires soon”.

Tone:
- Urgency

CTA Clarity:
- Clear — it specifies using code FREESHIP at checkout to complete the order and includes a direct “Complete My Order” prompt.

Subject Grade:
- Needs Review — it implies a hard deadline (“Last chance” / “expires soon”); ensure the cart expiry is truly enforced and stated accurately.",No,prospect_or_customer,"Hi {{ contact.firstname | default(""there"") }},

Your cart is about to expire.

If you're ready to move forward, use code FREESHIP at checkout for free shipping on your order.

[Complete My Order →]

If the timing isn't right, that's okay. You can always rebuild your order at hairsolutions.co — and I'm always here to help you spec it out.

Vincent
Hair Solutions Co.",Cart recovery,FREESHIP,Lifecycle,03 Urgency Incentive,,Sales,No,207108924942,Discount code: FREESHIP. FREESHIP,CART,Cart recovery rate / order placed,Cart Abandoner,Standard: firstname personalization,{{ contact.firstname | default('there') }},Use FREESHIP before your cart clears.,Complete order with FREESHIP,1,3,Live,Last chance — your cart expires soon,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if order placed.,48h
BROWSE-E1,"Summary:
- Purpose: Browse abandonment reminder that offers low-pressure help and directs the recipient back to hair systems.
- For: A prospect or subscriber (hub: Marketing) who recently browsed hair systems; subject line: “Still looking? We noticed you checking out our hair systems”.

Tone:
- Warm

CTA Clarity:
- Vague — it says “Reply or browse http://hairsolutions.co” and includes a “Browse Hair Systems” link, but it doesn’t specify the exact link destination or the single next step to take.

Subject Grade:
- Pass — it’s specific to the browsing behavior and product category without using all-caps, clickbait, or false urgency.",No,prospect_or_subscriber,"Hi {{ contact.firstname | default(""there"") }},

You were browsing our hair systems recently. Did you find what you were looking for?

If you had a question about any of the products — base types, sizing, color options, or which system fits your lifestyle — I'm happy to help directly.

Just reply to this email and I'll point you in the right direction.

[Browse Hair Systems →]

Vincent
Hair Solutions Co.",Browse recovery,,Lifecycle,01 Product Reminder,,Marketing,No,207110364293,,BROWSE,CTR to product / cart add,Prospect,Standard: firstname personalization,{{ contact.firstname | default('there') }},Picked something up? We saved your spot.,Reply or browse hairsolutions.co,2,1,Live,Still looking? We noticed you checking out our hair systems,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if cart add or order placed.,Day 1
POSTPURCH-E1,"Summary:
- Purpose: Delivery quick-start guide to reduce first-use failure and protect the review experience.
- For: new_customer audience (Service hub) receiving “Your system has arrived! Here's your quick-start guide”.

Tone:
- Educational

CTA Clarity:
- Clear — the email directly asks the reader to reply with questions and provides a clear support email.

Subject Grade:
- Pass — specific and helpful (quick-start guide) without clickbait, all-caps, or false urgency.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

Your system has arrived. Here's your quick-start guide to make the most of it from day one.

Step 1 — Inspect before you cut in. Check that the color, density, and base match your order. If anything is off, email us at clientcare@hairsolutions.co before making any cuts or applying adhesive.

Step 2 — Prep your scalp. Clean and dry your scalp before any attachment. Remove any oils or residue for maximum bond.

Step 3 — First attachment. Apply tape or adhesive to the perimeter as shown in our care guide. Press firmly and hold for 30–60 seconds.

Step 4 — Style and trim. Visit your barber for the first cut-in. Brief them that you're wearing a hair system so they can adjust their technique.

Have a question? Reply here — I'll answer personally.

Vincent
Hair Solutions Co.",Post-purchase care,,Lifecycle,01 Delivery QuickStart,Order delivered,Service,No,207108924945,,POSTPURCH,Engagement / second order intent,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Everything you need for a great first wear.,Reply with questions,1,1,Live,Your system has arrived! Here's your quick-start guide,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if second order placed.,Day 0/14 (delivery)
BROWSE-E2,"Summary:
- Purpose: Recommend related hair systems based on what the recipient browsed and help them choose.
- For prospect_or_subscriber contacts in Marketing, subject “Similar systems you might love” drives them back to explore options.

Tone:
- Educational

CTA Clarity:
- Vague — it suggests replying or browsing the collection, but the exact action/link destination isn’t clearly specified in the email body.

Subject Grade:
- Pass — it’s specific and benefit-led without hype, clickbait, or false urgency.",No,prospect_or_subscriber,"Hi {{ contact.firstname | default(""there"") }},

Following up from my message last week.

Based on what you were browsing, here are a few systems that might be worth considering:

If you were looking at lace bases → French Lace Pro or Lace Edge 360 are our most popular.
If you were looking at skin bases → Thin Skin Pro or Dura Skin are best-sellers depending on how long you wear between replacements.
If you weren't sure → the French Lace is our most versatile starting point for first-time buyers.

If you'd like help narrowing it down, just reply and tell me what matters most to you.

[See Full Collection →]

Vincent
Hair Solutions Co.",Browse recovery,,Lifecycle,02 Related Products,,Marketing,No,207111020705,,BROWSE,CTR to product / cart add,Prospect,Standard: firstname personalization,{{ contact.firstname | default('there') }},Based on what you were looking at — a few alternatives worth considering.,Reply or browse hairsolutions.co,2,2,Live,Similar systems you might love,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if cart add or order placed.,Day 5
POSTPURCH-E3,"Summary:
- Purpose: Provide longevity coaching one month after delivery to reduce churn and encourage a second order.
- For new customers (audience_layer: new_customer) in the Service hub; subject line: “How to make your hair system last 2x longer”.

Tone:
- Educational

CTA Clarity:
- Clear — it explicitly asks the reader to reply for help speccing a second system (with an implied secondary option to order).

Subject Grade:
- Pass — specific benefit-led promise without clickbait or all-caps; “2x longer” is bold but supported by practical tips.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

A month in — you're getting the hang of it. Here are three habits that the longest-wearing clients use to extend system life:

1. Rotate between two systems. This gives each system time to fully dry between wears and dramatically extends lifespan. Many of our repeat clients order in pairs.

2. Use the right remover. Aggressive solvents break down the base material faster than necessary. We recommend a citrus-based remover for gentle, effective bond release.

3. Store properly between wears. Keep unused systems on a mannequin head in a dust-free space, away from direct sunlight.

If you'd like to order a second system while your current one is still in good shape, reply here and I'll help you spec it. A lot of clients use the second order to try a different base type or slightly adjust the density.

Vincent
Hair Solutions Co.",Post-purchase care,,Lifecycle,03 Longevity Tips,Order delivered,Service,No,207111020708,,POSTPURCH,Engagement / second order intent,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Three habits that protect your investment.,Reply about second system or shop,1,3,Live,How to make your hair system last 2x longer,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if second order placed.,Day 30
POSTPURCH-E2,"Summary:
- Purpose: Provide a simple post-delivery maintenance schedule and encourage good habits while introducing maintenance supplies.
- For: New customers in the Service hub; subject line “Your 30/60/90 day maintenance calendar” sets expectations for a timed maintenance routine.

Tone:
- Educational

CTA Clarity:
- Clear — It asks the reader to shop maintenance products on http://hairsolutions.co or reply if they want help calculating their replacement timing.

Subject Grade:
- Pass — It’s specific and non-clickbait, describing a practical “30/60/90 day” calendar without using false urgency or all-caps.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

One week in — how's everything going?

Here's a simple maintenance schedule to keep your system in great condition:

Every 1–2 weeks: Wash with sulfate-free shampoo and conditioner. Check base edges for lifting or stress.

Every 4–6 weeks: Re-tape or re-bond as needed. Inspect hair for tangling or matting at the attachment points.

Every 3–5 months (depending on base type): Replace your system. Lifespan varies by base — lace and hybrid typically 3–6 months, mono 5–8 months, skin 1–8 months.

If you're not sure when you're due for a replacement, I'm happy to calculate it based on your base type and wear frequency.

Need maintenance supplies? We carry everything you need at hairsolutions.co

Vincent
Hair Solutions Co.",Post-purchase care,,Lifecycle,02 Maintenance Schedule,Order delivered,Service,No,207108924948,,POSTPURCH,Engagement / second order intent,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},A simple routine that keeps your system looking great.,Shop maintenance products or reply,1,2,Live,Your 30/60/90 day maintenance calendar,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if second order placed.,Day 7
REVIEW-E1,"Summary:
- Purpose: Request a quick product review about a month after delivery, emphasizing that the customer’s experience can help others decide.
- For existing_customer recipients in the Service hub, with subject line “How's your hair system? Tell us in 30 seconds,” asking them to leave a review or reply with any issues.

Tone:
- Warm

CTA Clarity:
- Clear — It explicitly asks the reader to click “Leave a Review” (or reply if something wasn’t right).

Subject Grade:
- Pass — Specific, realistic, and time-bounded without hype, all-caps, or clickbait.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

It's been about a month since your system arrived. I hope it's been everything you expected.

If you have 30 seconds, a quick review would mean a lot — not just to us, but to other people who are in the exact position you were before your first order.

Most people put off getting a hair system because they're not sure what to expect. Your experience could help someone take that step with confidence.

[Leave a Review →]

If anything wasn't quite right, I'd much rather hear it from you directly than see it in a review. Just reply to this email.

Thank you either way.

Vincent
Hair Solutions Co.",Social proof generation,,Service,Review Request,Order delivered ~30 days ago,Service,No,207108924954,,REVIEW,Review submission rate,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},A quick review makes a real difference for someone in your shoes.,Leave a review or reply directly,2,1,Live,How's your hair system? Tell us in 30 seconds,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if review submitted.,Day 30 post-delivery
SHIPPING-E2,"Summary:
- Purpose: Provide a mid-production status update to reassure the recipient and reduce anxiety while they wait.
- For: A new customer (Service hub) with an order in production; subject line “Your system is being crafted — here's a sneak peek”.

Tone:
- Educational

CTA Clarity:
- Clear — the email explicitly asks the recipient to reply to the email if they have questions or want a status check.

Subject Grade:
- Pass — it’s specific to the production stage, uses normal capitalization, and avoids clickbait/false urgency.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

Your system is now mid-production.

At this stage, the base material has been prepared and your hair is being knotted to the specifications you provided — density, direction, and color all matched to your profile.

This is the most time-intensive part of the process, and it's where the quality comes from. Custom systems can't be rushed without compromising the result.

You'll receive a shipping notification once your system is dispatched — typically within the next 1–2 weeks depending on your order details.

If you have any questions or want to check on status, reply to this email.

Vincent
Hair Solutions Co.",Order transparency / support deflection,,Service,Mid-Wait Check-In,,Service,No,207111020711,,SHIPPING,Support ticket reduction,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Mid-production update — your system is taking shape.,Reply with questions,1,2,Live,Your system is being crafted — here's a sneak peek,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses.,Day 7 post-order
SHIPPING-E1,"Summary:
- This email confirms the customer’s order is being built and sets expectations for the production, dispatch, and delivery timeline.
- It’s for a new customer (Service hub) and supports the purpose of production transparency and reducing “where is my order” tickets; subject: “Your order journey — here’s what to expect”.

Tone:
- Educational

CTA Clarity:
- Clear — the primary ask is to reply to the email with any questions during production.

Subject Grade:
- Pass — it’s specific and sets accurate expectations without hype, clickbait, or false urgency.",No,new_customer,"Hi {{ contact.firstname | default(""there"") }},

Your order is in and your system is now being built.

Here's what the process looks like:

Days 1–2: Your order is reviewed and production specifications are confirmed.

Weeks 1–3: Your system is hand-crafted to your exact specifications. This is where the density is knotted, the color is matched, and the base is prepared.

Week 3–4: Final QA inspection before dispatch.

Dispatch: You'll receive a shipping notification with tracking details as soon as your system leaves our facility.

Delivery: Typically 3–7 business days from dispatch depending on your location.

If you have any questions during production, reply to this email. I'll respond personally.

Vincent
Hair Solutions Co.",Order transparency / support deflection,,Service,What Happens Next,Order placed,Service,No,207108924951,,SHIPPING,Support ticket reduction,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},"Production, dispatch, and delivery — here's the full timeline.",Reply with questions,1,1,Live,Your order journey — here's what to expect,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses.,Day 1 post-order
XSELL-E1,"Summary:
- This email introduces the maintenance kit and explains why using the right products matters to keep a hair system in good condition.
- It’s for existing customers (existing_customer) in the Sales hub, encouraging them to add the care products recommended in the subject line.

Tone:
- Educational

CTA Clarity:
- Clear — the email includes a direct “Shop Maintenance Kit” CTA with a visible link/button and a specific product being promoted.

Subject Grade:
- Pass — it’s specific and benefit-led without clickbait, all-caps, or false urgency.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

Now that you've had your system for a little while, this is the best time to set yourself up with the right care products.

The most common reason systems degrade early isn't wear and tear — it's the wrong products.

Our maintenance kit includes everything you need: sulfate-free shampoo, conditioning spray, tape, adhesive remover, and a base cleaner. Everything is formulated specifically for hair systems.

[Shop Maintenance Kit →]

If you're not sure what your base type needs specifically, reply here and I'll send you a personalised recommendation.

Vincent
Hair Solutions Co.",Cross-sell / AOV growth,CARE15,Sales,01 Care Kit Intro,Recent buyer without maintenance purchase,Sales,No,207108924957,Discount code: CARE15.,XSELL,Maintenance product conversion,Active Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},The kit that extends every system's life.,Shop maintenance kit,2,1,Live,Complete your setup — the care products pros recommend,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if maintenance product purchased.,Day 7
REVIEW-E2,"Summary:
- Purpose: Request an optional casual photo for UGC/social proof, about 40 days after delivery.
- For: Existing customers (Service hub) and the subject line is “Show off your look — we'd love to feature you”.

Tone:
- Warm

CTA Clarity:
- Clear — it asks the recipient to reply to the email with a photo and indicate credit preference (first name, initials, or anonymous).

Subject Grade:
- Pass — specific and permission-based, not all-caps or clickbait, and it matches the email’s request.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

If you're happy with your new look and you'd be open to sharing it, we'd love to feature you.

No professional photos needed. A casual photo — out at dinner, at work, at the gym — is exactly what helps other customers visualize what a quality system looks like in real life.

If you'd like to be featured, reply to this email with a photo and let me know if you'd prefer to be credited by first name, initials, or anonymously.

We only share with your explicit permission.

Thank you for considering it.

Vincent
Hair Solutions Co.",Social proof / UGC,,Service,UGC Photo Request,Order delivered ~40 days ago,Service,No,207111020714,,REVIEW,UGC submission rate,New Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},"If you're happy with your system, we'd love to share your look (with your permission).",Reply with photo (permission granted),2,2,Live,Show off your look — we'd love to feature you,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if photo submitted.,Day 40 post-delivery
XSELL-E2,"Summary:
- Purpose: Educate existing customers (Flow 8 — Cross-Sell Maintenance) about a common care mistake (using regular shampoo) and position a sulfate-free, hair-system-specific cleanser as the solution.
- Subject: “The #1 mistake that shortens hair system life” targets Active Customers in the Sales hub and aims to drive a maintenance purchase.

Tone:
- Educational

CTA Clarity:
- Clear — The body includes a direct “Shop Cleanser →” link and the primary CTA is explicitly “Shop cleanser.”

Subject Grade:
- Pass — Specific and benefit-focused without clickbait, all-caps, or false urgency.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

The most common thing I see shorten a hair system's life isn't how often someone wears it — it's how they wash it.

Specifically: using regular shampoo.

Regular shampoos contain sulfates and harsh detergents that strip moisture from both the hair and the base material. Over time, this leads to frizzing, tangling, and base degradation — sometimes within just a few washes.

The fix is simple: use a sulfate-free, hair-system-specific cleanser.

We stock a cleanser formulated specifically for the base types we sell. It's gentle on both lace and skin bases, and it significantly extends system lifespan.

[Shop Cleanser →]

Vincent
Hair Solutions Co.",Cross-sell / AOV growth,CARE15,Sales,02 Problem Solution,No maintenance purchase yet,Sales,No,207111020717,Discount code: CARE15.,XSELL,Maintenance product conversion,Active Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Most people don't realise they're doing this.,Shop cleanser,2,2,Live,The #1 mistake that shortens hair system life,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if maintenance product purchased.,Day 10
XSELL-E3,"Summary:
- Purpose: offer a final incentive to buy the maintenance bundle, with a real this-week deadline.
- For: existing customers in the Sales hub; subject line “Save 15% on your complete care kit.”

Tone:
- Promotional

CTA Clarity:
- Clear — the email names the offer (CARE15 for 15% off), explains what’s included, and includes a direct “Shop with CARE15” prompt.

Subject Grade:
- Pass — specific and benefit-led (“Save 15%” on a “complete care kit”) without clickbait, all-caps, or false urgency.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

Last one on maintenance products, I promise.

If you'd like to pick up the full care kit, use code CARE15 at checkout for 15% off this week.

The bundle includes: cleanser, conditioner, tape, adhesive remover, and base cleaner — everything in one order.

[Shop with CARE15 →]

After this I'll leave you to it — but feel free to reply if you ever have a question about products or your system.

Vincent
Hair Solutions Co.",Cross-sell / AOV growth,CARE15,Sales,03 Bundle Offer,No maintenance purchase after E1 and E2,Sales,No,207111020720,Discount code: CARE15.,XSELL,Maintenance product conversion,Active Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Use CARE15 — valid this week only.,Shop with CARE15,2,3,Live,Save 15% on your complete care kit,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if maintenance product purchased.,Day 14
REORDER-E2,"Summary:
- Purpose: Offer an auto-reorder option for maintenance supplies so the recipient doesn’t have to remember to restock.
- For existing customers (Sales hub), this email uses the subject line “Never run out again — set up auto-reorder” to prompt a reply to set up recurring delivery.

Tone:
- Warm

CTA Clarity:
- Clear — It clearly asks the recipient to reply so the sender can set up auto-reorder on their behalf.

Subject Grade:
- Pass — Specific and benefit-led without clickbait, all-caps, or false urgency.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

A quick idea: would it make your life easier to have your maintenance products delivered automatically?

Several of our clients have set up a standing reorder for their core supplies — tape, cleanser, and remover — so they never have to think about running out.

You choose the frequency (monthly or bi-monthly). You can pause or cancel any time.

If this sounds useful, reply here and I'll set it up for you personally.

Vincent
Hair Solutions Co.",Replenishment / retention,,Sales,02 Subscription Pitch,No auto-reorder set up,Sales,No,207111020723,,REORDER,Reorder conversion,Active Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},One less thing to think about every month.,Reply to set up auto-reorder,2,2,Live,Never run out again — set up auto-reorder,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if maintenance or system reorder placed.,Day 52
REORDER-E1,"Summary:
- Purpose: Friendly replenishment reminder for maintenance products, with a practical restock timing reference (around the 6-week mark).
- For: Existing customers in the Sales hub receiving the “Flow 9 — Reorder Reminders” email with subject “Time to restock? Your maintenance supplies are running low”.

Tone:
- Educational

CTA Clarity:
- Clear — The email explicitly prompts the reader to reorder maintenance products now (and optionally place the next system order) with a visible “Reorder Maintenance Products” link.

Subject Grade:
- Pass — Specific and relevant to the email’s purpose, avoids clickbait/all-caps, and sets an accurate expectation for a restock reminder.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

Depending on how often you use your maintenance products, you may be getting close to running out.

Most clients who ordered a care kit around the same time as their system find they need to restock around the 6-week mark.

If you're running low on tape, cleanser, conditioner, or remover, now is a good time to order so you don't have a gap.

[Reorder Maintenance Products →]

And if you're thinking about your next hair system, production is 3–4 weeks — so if your current system is approaching 3 months, this is a good time to place your next order too.

Vincent
Hair Solutions Co.",Replenishment / retention,,Sales,01 Friendly Reminder,,Sales,No,207108924960,,REORDER,Reorder conversion,Active Customer,Standard: firstname personalization,{{ contact.firstname | default('there') }},Most clients reorder around now — a quick heads up.,Reorder supplies or start next system order,2,1,Live,Time to restock? Your maintenance supplies are running low,Red List suppression enforced (LIST ID 16/40). hs_email_optout = true suppresses. Exit if maintenance or system reorder placed.,Day 45
